"day","2_faeces_c1","faeces_c2","faeces_l1","faeces_l2","faeces_p1","faeces_p2","feed_c1","feed_c2","feed_l1","feed_l2","feed_p1","feed_p2"
36,1.76157276935118,0.534416956139316,0.389400296382892,0.118134274515007,2.86796408764542,0.870068307539097,8.14957076712308,3.57982650045475,7.37342117025422,3.23889064326858,17.075291131115,7.50058885809566
37,1.850982941834,0.548131226472264,0.409164650300148,0.12116585006229,3.01353012284553,0.892396102046072,10.7805571814591,3.67169242613,9.75383744989159,3.32200743316524,22.5878340944858,7.69306984522476
38,1.88225796565673,0.544812395920924,0.416078076618856,0.120432213835152,3.06444805636745,0.8869928130081,13.9909540496327,3.64946102530762,12.658482235382,3.30189330861166,29.3143799135162,7.64648976731121
39,1.98967348757491,0.563582230662106,0.439822560411295,0.124581335198992,3.2393280639816,0.91755142114813,16.5013159160351,3.77519197572702,14.9297620192699,3.41564988280064,34.5741857288355,7.90992604438043
40,2.07569817753396,0.575880087268315,0.458838544507508,0.127299808764575,3.37938229605529,0.937573194710519,19.1549584816278,3.85756996256287,17.3306767214728,3.49018234708069,40.1341987234107,8.08252754060792
41,2.26128244815642,0.614842067588414,0.499862435908262,0.13591245704586,3.68152651208624,1.0010060328457,21.331682538013,4.11855930442,19.3000937248689,3.72631556114191,44.6949538891701,8.6293623521181
42,2.26285468262145,0.603590426308236,0.500209982474215,0.133425252131294,3.68408622012755,0.982687571252707,24.5510207801522,4.04318945852407,22.2128283248996,3.65812379580749,51.440234015557,8.47144457976472
43,2.38811054698212,0.625681652153233,0.527898120911837,0.138308575739136,3.88801155719194,1.01865363718982,27.1318435892853,4.19116896179199,24.5478584855438,3.7920100130499,56.847672282312,8.78149687232608
44,2.44359281313511,0.6294448064932,0.540162621850919,0.139140430909023,3.97834057998137,1.0247803165363,29.9900474503413,4.21637669421282,27.1338524550707,3.81481700904969,62.8362898959532,8.83431307358877
45,2.50338566006241,0.634717014211492,0.553379988013797,0.140305866299382,4.07568753076828,1.03336384068116,33.0093635368662,4.2516929181631,29.8656146285932,3.84676978309995,69.1624759820054,8.90830897138935
46,2.58236166439546,0.645092180407701,0.570837841603207,0.142599324090123,4.20426600799822,1.05025533933043,35.7101785236392,4.32119163909465,32.3092091404355,3.90964957822849,74.8213264304821,9.05392533905545
47,2.82280083714622,0.695089071788733,0.623987553474428,0.153651268500667,4.59571785416087,1.13165378705253,37.329414877019,4.65609904547477,33.7742325077791,4.21266104114384,78.2140121232778,9.75563609528046
48,3.03286252341284,0.736321525694006,0.670422242017575,0.162765810942886,4.93771302057388,1.19878311551585,39.3421230823717,4.93229730129956,35.5952542173839,4.46255470117579,82.4311150297311,10.3343372027229
49,3.12246590468009,0.747931729301816,0.690229305245072,0.165332277003559,5.08359361323354,1.2176853417405,41.9717281765125,5.01006900010785,37.9744207311304,4.53291957152615,87.9407637984072,10.4972874287974
50,3.17293735162425,0.750598703929358,0.701386151411676,0.165921818763332,5.16576467071456,1.22202736359025,45.053446935193,5.02793390191914,40.7626424651746,4.54908305411732,94.3976983404043,10.5347186516401
51,3.23284068471328,0.756019484313897,0.714627940831357,0.167120096532546,5.26329150072618,1.23085277446192,47.8819851690555,5.06424534947108,43.3217961053359,4.58193626856907,100.324159401831,10.6107997798442
52,3.45604784411064,0.799459416022808,0.763968470803405,0.17672260775241,5.62668841988539,1.30157603170029,49.8066076271137,5.35523053795183,45.0631211864363,4.84520858195641,104.356701694905,11.2204830318991
53,3.56052583415992,0.815145159183224,0.787063605445878,0.180189982556292,5.7967859194744,1.32711352231935,52.3365450907282,5.4603025017058,47.3521122249446,4.94027369201954,109.65752304724,11.4406338130979
54,3.73898488837409,0.847702989751623,0.82651244900901,0.187386976681938,6.08732978317747,1.38011995524475,54.560900648649,5.67839323278599,49.3646243963967,5.13759387728256,114.31807754955,11.8975858210754
55,3.90199987412362,0.876547667755916,0.862547340595748,0.193763168661834,6.35272961962582,1.42708111522367,56.6987097141406,5.87161117157073,51.2988325985082,5.31241010761161,118.797296543914,12.3024234071006
56,4.11737642634733,0.916895206142146,0.910156894245201,0.202682098199843,6.70337776079004,1.49276973912265,58.4857642741988,6.1418817636316,52.9156914861799,5.55694064328574,122.541601336417,12.8687046476091
57,4.25653028141336,0.940138661584641,0.940917220101901,0.207820125192394,6.92993000202035,1.53061171570271,60.9733858933022,6.29757955128467,55.1663967606067,5.69781007020994,127.7537609193,13.1949285836441
58,4.27589367080535,0.937329633097995,0.945197548283288,0.207199182053241,6.96145495878484,1.52603842020165,64.0734327344719,6.27876309252246,57.9712010454746,5.68078565513937,134.249097157941,13.155503622428
59,4.53980258177141,0.988230071364759,1.00353530754947,0.218450857880631,7.39111718576117,1.60890790566052,63.2554746684262,6.61972296607972,57.2311437476237,5.98927315978642,132.535280257655,13.8698957384528
60,4.74352282717742,1.02574502645659,1.04856820390238,0.226743637427246,7.72278804143972,1.66998488517844,62.6507012214565,6.87101931597714,56.683967771794,6.21663652397932,131.268135892576,14.3964214239521
61,4.83913637827643,1.04000219691167,1.06970383098742,0.229895222475211,7.8784536123518,1.6931965591825,62.7700857622664,6.9665218931882,56.7919823563363,6.30304361764647,131.518274930463,14.5965220619181
62,4.77216942066642,1.01992670413567,1.05490060877889,0.225457481966833,7.76942670592708,1.66051224813667,63.9785246552742,6.83204490808583,57.8853318309624,6.18137396445861,134.05024213486,14.3147607597989
63,4.94859909739479,1.05230010537794,1.09390085310832,0.232613707504598,8.05666660067081,1.71321841717672,63.7465440878818,7.04890022741205,57.6754446509407,6.37757639622995,133.564187612705,14.7691242860062
64,5.05286162586328,1.06944562236281,1.11694835940136,0.236403769153885,8.22641331368619,1.74113252202226,63.8079876232314,7.16375058042074,57.7310364210189,6.48148862038067,133.692926448675,15.0097631208816
65,5.15166554928776,1.08566783383259,1.13878922668466,0.239989731689309,8.3872730346299,1.76754342069586,63.9059942900652,7.27241611179722,57.8197091195828,6.57980505353082,133.898273750613,15.2374432818609
66,5.28702962970824,1.10977638448179,1.16871181288287,0.24531899025387,8.60765525678815,1.80679383298089,63.7590986967301,7.43390879557182,57.6868035827558,6.72591748170784,133.590492507434,15.5758089050076
67,5.54954051749394,1.16056014871537,1.22674053544603,0.256544874979188,9.03504140391995,1.88947336492608,62.9504897743906,7.77408712058144,56.9552050339724,7.03369787100226,131.896264289199,16.2885634907421
68,5.68994619664096,1.18581356133856,1.25777758031011,0.262127208295892,9.26363170260143,1.93058769284593,62.7698191214727,7.94324873623915,56.7917411099039,7.18674885659733,131.517716254514,16.6429973521201
69,5.68902902314448,1.18189658770931,1.2575748366951,0.261261350967322,9.2621384797861,1.92421058490218,63.5358070385158,7.91701063537338,57.4847777967524,7.16300962248068,133.122643318795,16.5880222836395
70,5.91064032186642,1.22440435010773,1.30656259746521,0.270657803708025,9.6229372257755,1.99341620508767,63.0011607508632,8.2017516275159,57.0010502031619,7.42063242489534,132.002432049428,17.1846224576524
71,6.14241350969204,1.26900671530205,1.3577966705635,0.280517273908873,10.0002802403407,2.06603198561456,62.20845366751,8.50052345178404,56.2838390325091,7.69094978970937,130.341521970021,17.8106205656428
72,6.34141306236613,1.30686890921166,1.40178604536515,0.288886811509947,10.324265476975,2.12767429429548,61.6352812092042,8.75414580333172,55.7652544273752,7.92041763158584,129.140589200237,18.3420197784093
73,6.42723844455907,1.32155623539204,1.42075797195516,0.292133483612978,10.463995222019,2.15158629200669,61.8202115551899,8.85252980645388,55.9325723594576,8.00943172964875,129.528062306112,18.5481576897129
74,6.57176556009002,1.34849439596962,1.45270607117779,0.298088234898547,10.6992955083571,2.19544350782422,61.8019108454428,9.03297681510749,55.9160145744483,8.17269330890678,129.48971796188,18.9262371364157
75,6.72397415122383,1.37714248774206,1.48635218079685,0.304420970974561,10.9471017760276,2.24208461162216,61.5421653936098,9.22487790832003,55.6810067846946,8.34631810752765,128.945489396135,19.3283156174324
76,6.85063916041414,1.40069982060702,1.51435181440734,0.309628381397342,11.153321299762,2.28043760267249,61.4535235884087,9.38267822416188,55.6008070561793,8.48908982186075,128.759763709047,19.6589448506249
77,6.92507100572695,1.41374759272384,1.53080516968701,0.312512625760006,11.2745015672186,2.30168029131179,61.7147673183952,9.47007956848503,55.837170430929,8.56816722862931,129.307131524257,19.8420714768258
78,7.07959684798356,1.44329769617499,1.56496351376479,0.319044753891313,11.5260804823311,2.34978993342173,61.6294816895548,9.6680228451913,55.7600072429305,8.74725876469689,129.128437825734,20.256809770877
79,7.27682330824337,1.48165173660035,1.60856094182222,0.327523015459025,11.8471790000874,2.41223300274583,61.0681741748155,9.92493986239469,55.2521575867379,8.97970749454758,127.952364937709,20.7951120926365
80,7.41141901854357,1.50736548928957,1.63831367778332,0.333207108158748,12.0663102617692,2.45409679659776,60.9264010972581,10.0971850957196,55.123886707043,9.13554841993681,127.655316584731,21.1560068672221
81,7.53479336992028,1.53092359212222,1.66558590282448,0.338414688784913,12.2671723636597,2.49245104120952,61.0497798378632,10.2549905692398,55.2355150914,9.27832480074075,127.913824422189,21.4866469069786
82,7.67516923262678,1.55805724998237,1.69661635668592,0.344412655259261,12.4957141190836,2.53662654032217,60.8692844512773,10.4367471290685,55.0722097416318,9.44277121201436,127.5356436122,21.8674701751911
83,7.79232049247721,1.58059926587398,1.72251295096865,0.349395627193195,12.6864445912611,2.57332652408956,60.8443588801356,10.5877462785817,55.0496580344084,9.57938949014531,127.483418605998,22.1838493455997
84,7.90523566309526,1.60241029127095,1.74747314657895,0.354217011754632,12.8702784128989,2.60883640403411,60.8478073394019,10.7338488410494,55.0527780689827,9.71157752285425,127.490643949223,22.4899690002941
85,8.05952332952777,1.6327155756265,1.78157884126403,0.360916074612174,13.1214695610557,2.65817553365157,60.7641034401307,10.9368507458235,54.977045969642,9.89524591288788,127.31526435075,22.9153063245825
86,8.06016230315302,1.63201935088445,1.78172008806541,0.360762172300773,13.1225098549579,2.65704203091362,61.5196376724916,10.9321870394173,55.6606245608258,9.89102636899665,128.898288456649,22.9055347492554
87,8.10145344356033,1.6396933469107,1.79084760331334,0.362458529317102,13.1897347291649,2.6695358349704,62.0028590528758,10.9835917974879,56.0978248573639,9.9375354358224,129.910752301264,23.0132399566413
88,8.11768262351163,1.64241464516219,1.79443510624994,0.363060079456905,13.2161569730154,2.67396629949212,62.6539579072828,11.0018205896032,56.6869142970654,9.95402815249811,131.274959424783,23.0514336163114
89,8.22318005493677,1.66329858828194,1.81775559109129,0.367676530041272,13.3879141947041,2.70796682443095,62.8970707465994,11.1417130315537,56.9068735326375,10.0805975047391,131.784338707161,23.344541589922
90,8.25190073623546,1.66874467086341,1.8241043732731,0.368880400927701,13.4346734793447,2.71683342905481,63.4644908876356,11.1781939675061,57.4202536602417,10.1136040658388,132.973219002665,23.4209778366794
91,8.25919580791846,1.66995149556009,1.82571696806619,0.369147172702758,13.4465503679795,2.71879822435047,64.9353677664993,11.1862779606896,58.7510470268327,10.1209181549097,136.055056272665,23.4379157271592
92,8.45370975985972,1.70908750240482,1.86871478902162,0.377798290005276,13.7632327318418,2.78251438988013,65.3421276967042,11.4484330304629,59.1190679160657,10.3581060751807,136.907315174047,23.987193016208
93,8.61902176172718,1.74238281739643,1.90525744206601,0.385158307003422,14.0323722717242,2.83672149919981,65.754511003062,11.6714638485885,59.492176621818,10.5598958630087,137.771356387368,24.454495682757
94,8.80994393717096,1.78091956842384,1.94746129137463,0.393676957230534,14.3432069713941,2.89946203420584,66.1853232995567,11.9296047645616,59.8819591757894,10.7934519298415,138.674010722881,24.9953623638434
95,8.46511090355535,1.71123071775586,1.87123504183855,0.378272053398665,13.7817945938585,2.7860036948727,70.0149391192434,11.4627894969292,63.3468496793154,10.3710952591264,146.697967678415,24.0172732316612
96,8.9875289484281,1.81692231226293,1.986716925442,0.401635458500226,14.6323278318268,2.9580770276842,68.0352141971117,12.1707714697038,61.5556699878629,11.0116503773511,142.549972603472,25.5006640317604
97,8.94666166801557,1.80879787652584,1.97768310556134,0.39983953060045,14.5657930314359,2.94484987616839,70.0186721703175,12.1163494121348,63.3502272017159,10.9624113728839,146.705789309237,25.3866368635206
98,9.12991911576312,1.84604643598934,2.01819264664237,0.40807342269238,14.8641490165406,3.00549314490895,70.3108294567599,12.3658612937085,63.6145599846875,11.1881602181172,147.317928385592,25.9094236630082
99,9.14765678421403,1.84988429961876,2.02211360493152,0.408921792547306,14.8930271855274,3.01174145622142,71.9017110139943,12.3915694711305,65.0539290126615,11.2114199976895,150.651204029321,25.9632884157019
100,9.64063420571173,1.94988896136921,2.13108756126259,0.431028086197405,15.6956290226324,3.17455606342215,70.1191820916872,13.0614571574971,63.4411647496217,11.8175088567831,146.91638152544,27.3668626157082
101,9.6537367627848,1.95289859050804,2.13398391598401,0.431693372638619,15.7169609050251,3.17945595086221,71.5511225715052,13.0816173526854,64.7367299456476,11.835749033382,149.916637768868,27.4091030246742
102,9.40961444766628,1.90391353821128,2.08002003579992,0.420865097920389,15.3195126446216,3.09970484817556,74.8960791777821,12.7534878157693,67.7631192560885,11.5388699285532,156.925118277258,26.7215935187548
103,9.63537339169573,1.95004453544845,2.12992464448011,0.431062476257027,15.6870640482345,3.17480934894064,74.9035201546811,13.0624992805159,67.769851568521,11.8184517299906,156.940708895522,27.3690461115572
104,9.88779570813561,2.00163221993415,2.1857232617984,0.442466069669655,16.0980252932453,3.25879771947174,74.922333092545,13.4080627172623,67.7868727980169,12.1311043632373,156.980126479618,28.0930837885495
105,10.081805708635,2.04145522229477,2.22860968296142,0.451269049138845,16.4138871887952,3.32363236191149,75.1424394597592,13.6748196708741,67.9860166540679,12.3724558926956,157.44130172521,28.6520031199266
106,10.2155260120215,2.06912416406289,2.25816890792055,0.457385341529691,16.6315932265894,3.3686793407901,75.7663968834978,13.8601618645361,68.5505495612599,12.540146448866,158.748641089233,29.0403391447423
107,10.1314839511439,2.0527218642686,2.23959118920023,0.453759569996217,16.4947668537921,3.34197524568642,78.0390272209604,13.7502899998854,70.6067389142023,12.4407385713248,163.510342748679,28.8101314283312
108,9.91186211549963,2.00885833047188,2.19104320447887,0.444063420420099,16.1372070933047,3.27056233452263,81.0298628278768,13.4564672854575,73.3127330347456,12.1748989725568,169.776855448885,28.1945028838158
109,10.0297230959874,2.03341042843126,2.21709668437616,0.449490726284805,16.3290930404847,3.31053487295475,81.9500252207678,13.6209310995395,74.145260914028,12.32369956625,171.704814748275,28.5390937323685
110,9.87010640245615,2.00172523432241,2.18181299422715,0.442486630744954,16.0692258622444,3.25894915342315,84.538905548678,13.4086857801501,76.4875812107087,12.1316680868025,177.129135435325,28.0943892536479
111,10.5114615106941,2.13254091120346,2.32358622867976,0.471403780371291,17.1133969858318,3.471926255433,81.7624211511562,14.2849630415543,73.9755238986652,12.92449037093,171.311739554804,29.9303987537327
112,10.5795001688563,2.14712062721531,2.33862635311561,0.474626664963384,17.2241686959626,3.49566305623826,83.0163106232158,14.3826262110116,75.1099953257667,13.0128522861534,173.938936543881,30.1350263468815
113,10.717072327085,2.17584828912237,2.36903704072406,0.48097699022705,17.4481458237454,3.54243370579922,83.6144418987381,14.5750603099106,75.6511617179059,13.1869593280143,175.192163978308,30.5382216017174
114,10.5383543411693,2.14037356370787,2.32953095962689,0.473135208819635,17.1571804010615,3.48467836337001,86.5212393096394,14.337430570292,78.28112128015,12.9719609921689,181.282596648768,30.0403307187069
115,10.5604883340727,2.14569243765884,2.33442373700554,0.474310959903533,17.193216094771,3.49333786341649,87.8926336335517,14.3730593910161,79.5219066208325,13.0041965918717,184.155994279823,30.1149815811767
116,11.374766711962,2.31205184078974,2.51442211527582,0.511085143753522,18.5189184363171,3.76418264605768,83.9577942535755,15.4874285985915,75.961813848473,14.0124353987257,175.911568912253,32.449850397049
117,11.8615685458882,2.41198390748371,2.62203094172265,0.533175390075348,19.3114659834811,3.92687906341208,82.4065531981163,16.1568300022833,74.558310036391,14.6180842877801,172.661349557958,33.8524057190697
118,11.9937435462153,2.43987695595359,2.65124857337391,0.539341221842372,19.5266561594523,3.97229090372794,83.040820393511,16.3436733891628,75.1321708322242,14.7871330663854,173.990290348309,34.243887101103
119,12.2500956438444,2.49308190980204,2.7079158791656,0.551102316903609,19.9440153640133,4.0589123022742,83.033254401867,16.7000702092003,75.125325411213,15.1095873321336,173.974437794388,34.9906232954672
120,12.3894752247054,2.52253162369772,2.73872610230331,0.557612253659497,20.1709351026783,4.10685850314296,83.6192542906721,16.8973410199847,75.6555157867986,15.2880704466529,175.202247085218,35.4039526133014
121,12.2817016512284,2.50167615521394,2.71490247027154,0.553002097468345,19.9954721619999,4.07290433690972,85.4808660298037,16.7576393172226,77.3398311698224,15.1616736679633,179.102766919589,35.1112442837044
122,12.28396376322,2.50323315607204,2.71540251608022,0.553346276605398,19.999155039067,4.07543924356991,86.7953719533942,16.7680689880423,78.529146053071,15.1711100368002,181.856969807112,35.1330969273268
123,12.5000311795046,2.54838967426056,2.76316478704838,0.563328243783913,20.3509279554039,4.14895722405929,86.4877086331728,17.0705528419367,78.250784001442,15.4447859046094,181.212341898076,35.7668726212008
124,12.4225152447174,2.53371394486799,2.74602968567437,0.560084135181346,20.2247265738556,4.12506410673245,88.1466298233291,16.9722465206468,79.7517126972978,15.355842090109,184.68817677269,35.5608974718315
125,12.5196332586478,2.5546635245577,2.7674978782274,0.564715094902228,20.3828415158335,4.15917149261323,88.8257289263439,17.1125786334008,80.3661356952635,15.4828092397436,186.111051083768,35.8549266604589
126,12.2982974900021,2.51062159464344,2.71857102410573,0.554979510394866,20.0224913521438,4.08746814005107,91.4480312919491,16.8175609210565,82.7386949784301,15.2158884523845,191.605398897417,35.2367943107851
127,12.8046136233708,2.6151588561704,2.83049353779775,0.578087747153458,20.8468095482247,4.25766213776515,89.1961078601914,17.5178105198017,80.7012404449351,15.849447613154,186.887083135639,36.7039839462513
128,13.0870580892982,2.67406206994516,2.89292863026592,0.591108457566825,21.3066489594188,4.35356070334931,88.6337773193148,17.912377502025,80.1924651936658,16.2064367875464,185.708866764279,37.5306957185286
129,13.5380155062781,2.76747911703107,2.99261395401937,0.611758541659501,22.0408392803966,4.50565021158743,86.7526725536662,18.5381376260455,78.4905132628408,16.7726007092792,181.767504398158,38.8418121688572
130,13.8040832842689,2.82317719449864,3.05142893652261,0.624070748257594,22.4740162943887,4.59633059034164,86.1100604471496,18.9112347956847,77.9091023093258,17.1101648151433,180.421079032123,39.6235395719107
131,13.8751287674042,2.83902663246329,3.06713372753146,0.627574308228729,22.5896833265809,4.62213458758936,86.963791213164,19.0174032796584,78.6815253833389,17.2062220149291,182.209848256153,39.8459878240462
132,13.9717883977261,2.86013704047142,3.08850059318156,0.63224081947263,22.7470519878768,4.65650381325873,87.4559652550425,19.1588127112918,79.1268257069432,17.334163881645,183.241070058184,40.1422742522304
133,14.158875703597,2.89978907140153,3.12985673447933,0.64100600525718,23.0516432507684,4.72106010221161,87.3424011409784,19.4244244017327,79.02407722279,17.5744792206153,183.003126200145,40.6987939845828
134,14.2628864778044,2.92245717731286,3.15284858983045,0.64601684972179,23.2209800901798,4.75796536937953,87.7853280101983,19.5762681733876,79.4248205806556,17.711861680684,183.931163449939,41.0169428394787
135,14.304391289734,2.932332862492,3.16202333773067,0.648199895919284,23.2885528366195,4.77404367788171,88.8369276950351,19.6424210884631,80.3762679145556,17.7717143181333,186.13451517055,41.1555489472561
136,14.4702861849322,2.96772838212058,3.19869484087976,0.656024168679286,23.5586413677493,4.83167006773315,88.8653145111363,19.8795202630086,80.4019512243614,17.9862326189126,186.193992309048,41.6523281701133
137,14.4109589682107,2.95694171505431,3.1855804034992,0.653639747538322,23.4620524956132,4.81410861679018,90.4023636615336,19.8072650769188,81.7926147413876,17.920858879117,189.414476243213,41.5009363516395
138,14.7598806442135,3.02995036035821,3.26271045819457,0.669778500710762,24.0301214698775,4.93297181475863,89.3947031911017,20.2963182033564,80.8809219348063,18.3633355173225,187.303187638499,42.5256190927468
139,14.7255928506675,3.02432282891089,3.25513105120018,0.668534520075039,23.9742985358235,4.92380979864791,90.7640188766435,20.2586218204557,82.1198266026774,18.3292292661266,190.172230027253,42.4466361952406
140,15.0883382590722,3.10026847623291,3.33531687832122,0.685322505272539,24.5648735165245,5.04745464200727,88.9038572858477,20.7673486446224,80.4368232586242,18.7895059165631,186.274748598919,43.512540017304
141,14.9355215717632,3.07029720645739,3.30153634744239,0.678697277216897,24.3160772256074,4.99865931156571,91.8270374139944,20.5665841580878,83.0816052793283,18.6078618573175,192.399506962655,43.0918906169458
142,15.074185868949,3.1002383032702,3.33218845524136,0.68531583545973,24.5418324322538,5.04740551830658,92.7977091225983,20.7671465290827,83.9598320633033,18.7893230501225,194.433295304492,43.5121165371257
143,15.3653300759053,3.16158016943439,3.39654664835802,0.698875616401287,25.0158356323511,5.14727438111423,90.8472457581761,21.1780489818572,82.1951271145403,19.161091935966,190.346610159988,44.3730550096055
144,15.3315891978415,3.15609501811426,3.38908813847023,0.697663109267362,24.9609031150823,5.13834416984216,92.9727783437642,21.1413063414352,84.1182280253105,19.1278485946318,194.800107005982,44.2960704296738
145,15.0722408803459,3.10412756503779,3.33175851039226,0.686175567008353,24.5386658543176,5.05373750939485,96.6095527179483,20.7931990002531,87.4086429352866,18.8128943335623,202.420015218558,43.566702667197
146,15.0662438076084,3.10429931609791,3.33043284168185,0.68621353303217,24.5289021990536,5.05401713217343,96.6495051922072,20.7943494858233,87.444790411997,18.8139352490782,202.503725164625,43.5691132083917
147,15.2268705421712,3.13881162269142,3.3659398040589,0.693842569226525,24.7904137949734,5.11020558922392,97.4730432269887,21.0255324008038,88.1898962529898,19.0231007435844,204.229233427976,44.0534964588269
148,15.2651320277385,3.14811359904987,3.37439760613167,0.695898795579445,24.8527061784935,5.12534985950574,97.2165247814272,21.0878422902862,87.957808135577,19.079476357878,203.691766208705,44.1840505129806
149,15.1657057779186,3.12900450436174,3.35241917196095,0.691674679911544,24.690833266506,5.09423891236438,99.7820382041816,20.9598387851983,90.2789869466405,18.9636636627984,209.067127665904,43.9158526927964
150,14.4720241641271,2.987190985164,3.19907902575441,0.660326428299411,23.561470919842,4.86335655128454,106.328205350279,20.0098917666488,96.2017096026333,18.1041877888727,222.782906448203,41.9254875110736
151,13.9590227667749,2.88252965584522,3.08567871686604,0.637190766028943,22.7262686448546,4.69296056249888,109.764352717203,19.3088110917861,99.3106048393741,17.4698767020922,229.982453312235,40.4565565732662
152,12.6226353042174,2.6076351108095,2.79026675145859,0.5764246034421,20.5505360742347,4.24541295233546,118.71600482738,17.4674122255182,107.409718653344,15.8038491564212,248.738295828796,36.5983875201333
153,13.071246339534,2.70139205950306,2.88943340137067,0.597149823679625,21.2809063212062,4.39805584424358,113.811015956728,18.0954492024129,102.971871579897,16.3720730878973,238.461176290288,37.9142745193412
154,12.1319073119749,2.50825058602054,2.68179003738393,0.554455392699277,19.7515964658118,4.08360797162642,118.20330445214,16.8016785666448,106.94584688527,15.2015187031548,247.664066471151,35.2035169967795
155,11.5429603061097,2.38739479277822,2.55160175187687,0.527739901561501,18.7927494106487,3.88684625911962,120.248473574865,15.9921182291364,108.796237996306,14.469059350171,251.949182728288,33.5072953372381
156,13.0630010988219,2.70282103301042,2.88761076921327,0.597465702033882,21.2674824907136,4.4003823133924,110.066162838019,18.105021273754,99.5836711391596,16.3807335333965,230.614817374896,37.9343302878655
157,13.6351243448004,2.82231930169446,3.01408011832429,0.623881108795619,22.1989392841662,4.59493388065344,104.333834207926,18.9054881453218,94.3972785690757,17.1049654648149,218.604224054702,39.6114989711504
158,13.1714924003513,2.72743212788471,2.91159305691975,0.602906049321884,21.444113943028,4.44045090294212,105.539582841347,18.2698802824813,95.4881939993142,16.5298916841498,221.130554524728,38.2797491632942
159,12.0549179807069,2.49717672583579,2.66477134310362,0.552007486763702,19.6262524317473,4.06557895013266,111.119113038156,16.7274995989,100.536340367855,15.1344043990048,232.820998746612,35.0480943976953
160,12.3922109569514,2.56800822332543,2.73933084311558,0.567664975682464,20.175389066756,4.18089759867719,108.859521274481,17.2019689600747,98.4919478197685,15.5636862019723,228.086616003674,36.0422206782517
161,13.1874727264499,2.73384715958194,2.91512555005735,0.604324108960219,21.470131035343,4.45089502472288,101.252560318033,18.3128517866733,91.6094593353634,16.568770664133,212.148221618736,38.3697846958869
162,13.9974049019743,2.90287874730493,3.09416318885749,0.641688986246353,22.7887574544424,4.72609031140171,94.3072114666669,19.445120795344,85.3255722793653,17.5932045291208,197.596062120636,40.7421578569112
163,12.3977823729717,2.57211762088572,2.74056241928848,0.568573368827371,20.1844597230136,4.18758798628412,103.502423818759,17.2294960250718,93.6450501217346,15.5885916417316,216.862221334543,36.0998964334838
164,11.9581829150235,2.48182059715715,2.64338780226834,0.548612974108423,19.4687609563891,4.04057809502077,105.117119078634,16.6246355790431,95.105964880669,15.0413369524676,220.245392355233,34.8325697846618
165,11.8544455593441,2.46117403060824,2.62045638680239,0.544048996239716,19.2998692615287,4.00696403579727,104.292054510357,16.4863332193853,94.3594778903231,14.9162062461105,218.516685640748,34.5427934120454
