"day","faeces_c1","faeces_c2","faeces_l1","faeces_l2","faeces_p1","faeces_p2","feed_c1","feed_c2","feed_l1","feed_l2","feed_p1","feed_p2"
36,0.899613510825694,0.268718266116749,0.198861933971996,0.0594008798784393,1.46463392639692,0.437492194660251,3.94826464430217,1.80002666298301,3.57223944008292,1.62859555222272,8.27255449282359,3.7714844367263
37,0.934125228299495,0.275394778908625,0.206490839939888,0.060876740600854,1.52082142431918,0.448362026012639,5.33196030654381,1.84474971517739,4.82415456306345,1.66905926611288,11.171726356568,3.8651898794193
38,0.974010789917566,0.281484260276103,0.215307648297567,0.0622228364820859,1.58575791762018,0.458276129010918,6.77464550096041,1.88554049945715,6.12944116753561,1.70596521379456,14.1944953353456,3.95065628457688
39,1.01144020126887,0.286837041485484,0.223581518175224,0.0634060828546861,1.64669562592546,0.466990832453561,8.13878231679851,1.921396450142,7.36366019138913,1.73840631203324,17.0526867590064,4.02578303839276
40,1.0536006727858,0.293507653469604,0.232901201352651,0.0648806391880179,1.7153358321846,0.47785105687683,9.47122068277556,1.96607997539448,8.56919966536837,1.77883426345215,19.8444623829583,4.11940566273129
41,1.15759111419598,0.316928616984001,0.255888562085427,0.0700579048069898,1.88463956837521,0.515982029054655,10.484472946175,2.12296681233302,9.48595171320597,1.92077949687274,21.9674671253191,4.44812094012633
42,1.20736042071809,0.325041941591947,0.266890198263999,0.0718513765624303,1.96566749197612,0.529191090872502,11.7659285540328,2.17731444128577,10.6453639298392,1.96995116116331,24.6524217322592,4.56199216269398
43,1.22987093185247,0.325948660517891,0.271866205988442,0.0720518091671127,2.00231618378789,0.530667292913338,13.3249644882639,2.18338815657917,12.0559202512864,1.97544642738115,27.9189732135052,4.57471804235636
44,1.23980711021764,0.323880966105049,0.274062624363898,0.0715947398758531,2.01849297944204,0.52730094130787,14.8732303927734,2.16953757199554,13.4567322601283,1.96291494609121,31.1629589181919,4.54569776989543
45,1.26627831243824,0.326430683664143,0.279914153275821,0.0721583616520736,2.06158995428541,0.531452060421622,16.4057204768492,2.1866170197598,14.8432709076255,1.97836777978268,34.3738905229221,4.58148327949674
46,1.29491111144524,0.329711818847208,0.28624350884579,0.0728836652188564,2.10820616038804,0.536793978754752,17.8287313751486,2.20859591572292,16.1307569584677,1.99825344755883,37.3554371669779,4.62753429960993
47,1.46685516459038,0.368993368578725,0.324252194277873,0.0815669551595076,2.38814314515767,0.600747098317643,18.2917554430768,2.47172591392447,16.5496834961171,2.23632344593166,38.3255828331134,5.17885429584175
48,1.52924637868176,0.380135083677663,0.338043936340179,0.0840298606024308,2.48972042002925,0.618886592373458,19.5836107549742,2.54635941219487,17.7185049687862,2.30384899198584,41.0323272961365,5.33522924459878
49,1.56952891818644,0.385830535904992,0.346948497704372,0.085288855305314,2.55530322118775,0.628159188280408,20.9285634914549,2.5845107668277,18.9353669684592,2.33836688427268,43.8503235059055,5.41516541621041
50,1.58969070218235,0.386796418675091,0.351405313113994,0.0855023662334412,2.58812802039513,0.629731713211376,22.5032804637504,2.59098079495276,20.3601108957742,2.34422071924298,47.149730495477,5.42872166561531
51,1.60112392616399,0.385935160969472,0.353932657362567,0.0853119829511466,2.60674211136874,0.628329525227492,24.0414677188112,2.5852116045802,21.7518041265435,2.33900097557256,50.3725990298901,5.41663383816803
52,1.69589878685856,0.405194868033947,0.374882889726629,0.0895693918811883,2.76104223544691,0.659685679886846,25.1163692725994,2.71422399639964,22.7243341037805,2.45572647293301,52.6247737140179,5.68694551626592
53,1.76828635719095,0.418958592590075,0.390884352642211,0.0926118994146481,2.87889427977755,0.68209398933963,26.2462354165602,2.80642119438327,23.7465939483164,2.53914298539439,54.9921123013642,5.88012059775543
54,1.82309991052703,0.428553110721244,0.403001032853343,0.0947327928962751,2.96813459117383,0.697714538156693,27.5888054642841,2.87069069382652,24.9613001819713,2.59729158012875,57.8051162108809,6.0147805013508
55,1.93727088406847,0.452000087032411,0.428238827004609,0.0999158087124277,3.15401294809744,0.735887860993118,28.4387682981905,3.02775177916447,25.7303141745533,2.73939446686309,59.5859907200182,6.34386087063032
56,2.07246040060549,0.48007287801099,0.458122825397003,0.106121373034008,3.37411096800332,0.781592334726664,29.147929926819,3.21579918284873,26.3719366004553,2.909532594006,61.0718531800018,6.7378649545402
57,2.10780134704228,0.484968042226405,0.465935034609345,0.107203461965837,3.43164850886883,0.789562005589656,30.6209162378491,3.24858975654051,27.7046385009111,2.9392002559176,64.1581102126362,6.80656901370393
58,2.0694695819547,0.473251512246157,0.457461697063671,0.104613492180729,3.36924170535783,0.770486672569181,32.4924068951661,3.17010582365847,29.3978919527694,2.86819098331004,68.079328732729,6.64212648766535
59,2.25626259123298,0.513029758057768,0.498752783325186,0.113406578096981,3.67335383274422,0.835248448206332,31.7160059302655,3.43656297263577,28.6954339369069,3.10927126095617,66.4525838538896,7.20041765695114
60,2.3522535246581,0.5319330557671,0.519971831766528,0.117585201801149,3.82963380856617,0.866024343424331,31.4528573430387,3.56318793336814,28.4573471198922,3.22383670161879,65.901224909224,7.46572709848562
61,2.40936054776134,0.542077894651347,0.532595489505138,0.119827745133456,3.92260804968863,0.882540853046403,31.4501734615648,3.6311437919229,28.4549188461777,3.28532057364453,65.8956015385168,7.60811080212416
62,2.38398435498191,0.533892930312317,0.526986015311791,0.118018437226933,3.88129382705826,0.869215156719,32.0000070503713,3.57631627960403,28.9523873312883,3.23571472916555,67.0476338198255,7.49323410964655
63,2.46896228586834,0.550593458335394,0.545770610560369,0.121710132895192,4.01964386190494,0.896404788307447,31.9056131983183,3.68818584530885,28.8669833699071,3.33693005051753,66.849856225048,7.72762748540902
64,2.51752857289927,0.559227818266263,0.556506316114576,0.123618780879911,4.0987131853518,0.910462132194898,31.9601347416726,3.7460236630276,28.9163123853228,3.38925950464402,66.964091839695,7.84881148443877
65,2.56674259851891,0.56810522524107,0.567385205988391,0.125581155053289,4.1788370726764,0.924915173725812,32.0103156870951,3.80548954706937,28.9617141930861,3.443061971158,67.0692328681993,7.9734066700501
66,2.62662055947508,0.579424063937275,0.580621386831334,0.128083214133503,4.27632259507522,0.943343037427704,31.989061893697,3.88130951919706,28.9424845704877,3.51166099355924,67.0247011106032,8.13226756403193
67,2.76346274156805,0.607709226427547,0.61087071129399,0.134335723736616,4.49911127048272,0.98939326688555,31.5472442386218,4.07077950717017,28.5427447873245,3.68308622077301,66.098987928541,8.5292523007375
68,2.81970537139803,0.618271306442732,0.623303292624827,0.13667049931892,4.59067821869713,1.00658907434887,31.5503383773843,4.1415302823915,28.5455442462048,3.74709882692564,66.105470885948,8.67749202024886
69,2.8311050471588,0.619119965385297,0.625823220950893,0.136858097611487,4.60923769081292,1.00797075066238,31.8538142614007,4.14721507913596,28.8201176650768,3.75224221445634,66.7413251191253,8.68940302295154
70,2.91235121248163,0.635334448618864,0.643782899601202,0.140442351799959,4.74151214944377,1.0343690672251,31.784404238702,4.25582884242301,28.7573181207304,3.85051180981129,66.5958945953756,8.91697471745773
71,3.05645458275604,0.665247607838594,0.675637328819757,0.147054734364321,4.97612254876773,1.08306978960389,31.1989522850785,4.45620407164608,28.2276234960234,4.03180368387027,65.3692333592121,9.33680853106799
72,3.14029639768998,0.682040209599662,0.69417078264726,0.150766783174662,5.11262290711632,1.1104093236991,31.0171645732802,4.56869039923219,28.0631488996344,4.13357702787674,64.9883448202061,9.57249416981982
73,3.18348174592817,0.690069668207397,0.703717017520964,0.152541716130056,5.18293168459884,1.12348184578327,31.1077151506685,4.62247624636533,28.1450756125096,4.18224041337816,65.1780698394959,9.68518832571785
74,3.27014846055613,0.707588391029334,0.722874922859777,0.156414275911748,5.32403117788787,1.15200355592144,31.001987462262,4.73982654278023,28.0494172277609,4.28841449108687,64.9565451590252,9.93106513725381
75,3.34925765460915,0.723514896051048,0.740362218387286,0.159934871758653,5.45282649732858,1.17793302374627,30.8518962698967,4.84651126541371,27.9136204346684,4.38493876394574,64.6420683750216,10.1545950322954
76,3.4001446468368,0.733405491045279,0.751610921932347,0.162121213810009,5.5356740916922,1.19403560647372,30.8908516403306,4.91276405484876,27.9488657698229,4.44488176391078,64.7236891511688,10.2934104006355
77,3.42223581156674,0.737167391478032,0.756494232030542,0.162952791800407,5.5716400581297,1.20016024437125,31.1226960421881,4.93796338789112,28.1586297524559,4.46768116047292,65.2094583741083,10.3462090032004
78,3.51152536827163,0.75546674951081,0.776231923512677,0.166997913049758,5.71700972237908,1.22995288341409,30.9993913107552,5.06054281968963,28.0470683287785,4.57858636067157,64.9511056034872,10.6030420983973
79,3.63213594825162,0.7805286326436,0.802893209613517,0.172537908268586,5.91337221048685,1.27075538788291,30.57129347779,5.2284214626844,27.6597417180005,4.73047656147636,64.0541387153695,10.9547878265768
80,3.70077128917919,0.794457849081549,0.818065232344873,0.175616998218027,6.02511536203207,1.29343312973277,30.4913534617993,5.32172721872808,27.5874150368661,4.81489605503969,63.886645348532,11.1502856011445
81,3.75645259491616,0.805660197666184,0.830373731507783,0.178093306852525,6.11576843523192,1.31167133935828,30.5931698934627,5.39676687431894,27.6795346655139,4.88278907676475,64.0999750148742,11.3075115461921
82,3.82470541577726,0.819610954819774,0.845461197171817,0.181177158433845,6.22688881726544,1.33438415100482,30.5157886448052,5.49021692223772,27.6095230595857,4.96733912011984,63.93784287483,11.5033116465933
83,3.90335459359064,0.835835938504403,0.862846804898985,0.184763733774657,6.35493519798617,1.36079956303875,30.3687650485148,5.59890102347447,27.476501710561,5.06567235457214,63.6297934349833,11.7310307158513
84,3.96642660231113,0.848773625106742,0.876789038405619,0.187623643444648,6.457620854289,1.38186302473519,30.3260844465261,5.68556495286813,27.4378859278094,5.14408257640449,63.5403674117691,11.9126122821999
85,4.03870529479569,0.863725901276728,0.892766433586417,0.190928883440119,6.57529563784281,1.40620637962246,30.3167144452006,5.78572374060966,27.4294083075625,5.23470243198017,63.5207350280394,12.1224687898488
86,4.08474671790129,0.873114431139006,0.902944011325548,0.193004242672833,6.65025430563578,1.42149156508245,30.3881107530223,5.84861341432827,27.4940049670202,5.29160261296367,63.6703272920467,12.2542376300211
87,4.11596018346696,0.879388823188622,0.909843830029538,0.194391213546958,6.70107201799532,1.43170671564744,30.5588314131814,5.89064283475631,27.6484665166879,5.32962923144618,64.0280277228562,12.3422992728228
88,4.17874652895402,0.892455979414319,0.923722916926679,0.197279742817902,6.8032925945076,1.45298096297629,30.5180574187655,5.9781740247849,27.6115757598354,5.40882411766253,63.942596496461,12.5256979566922
89,4.18893170786617,0.894335512542936,0.925974377528312,0.197695218562123,6.81987478052597,1.45604097480675,30.9246170632499,5.9907641988522,27.9794154381785,5.42021522753295,64.7944357515712,12.5520773690237
90,4.19144680324467,0.894628584296685,0.9265303459804,0.197760002844531,6.82396953230009,1.45651811618829,31.2875703628597,5.99272735892517,28.3078017568731,5.42199141997991,65.5549093317061,12.5561906567956
91,4.23877720504686,0.904529207577889,0.936992855852465,0.199948561675112,6.90102674786576,1.47263702567067,31.7302541030544,6.05904732348825,28.7083251408587,5.48199519744175,66.4824371683044,12.695146773023
92,4.30796540833786,0.919126676146836,0.952287090264159,0.203175370516669,7.01366999813602,1.49640272888467,32.121500966013,6.15682940959603,29.0623103978212,5.57046470392021,67.3021925002176,12.9000235248679
93,4.3780263693713,0.933939890845751,0.967774250071552,0.206449870608008,7.12773415925713,1.52051968193834,32.4119156604667,6.25605668509116,29.3250665499461,5.66024176270152,67.910680431454,13.1079282925719
94,4.46620520493985,0.952645793594685,0.987266413723546,0.21058485963672,7.27129549155119,1.55097420430854,32.6759452001591,6.38135938293091,29.5639504191915,5.77361087027082,68.4638851812857,13.3704672785219
95,4.33154346777231,0.923857621150309,0.957499082349668,0.204221158359542,7.05205673349596,1.50410503934647,34.3377011857849,6.18851995028915,31.0674439299959,5.59913709788066,71.9456596273589,12.9664227529868
96,4.56263827082604,0.973109261244474,1.00858319670891,0.215108363011937,7.4282952900466,1.58429016567521,33.5494100030673,6.51843524278595,30.3542280980132,5.89763188633015,70.2940019111886,13.6576738420277
97,4.5210707478033,0.964231617754414,0.999394586356518,0.213145936556239,7.36062044554641,1.56983673908087,34.6825429921429,6.45896777443148,31.3794436595579,5.84382798639038,72.6681853168709,13.533075336904
98,4.66141735606271,0.994178670328772,1.03041857344544,0.219765811335834,7.58911457267754,1.61859264221947,34.5021275276075,6.6595700404798,31.2162106202163,6.02532527471983,72.2901719626062,13.9533848467196
99,4.78283730538096,1.02011127432068,1.05725877276842,0.225498281691939,7.78679477086585,1.66081274135015,34.5434710591408,6.8332812633921,31.2536166725559,6.18249257164047,72.3767965048664,14.3173512185358
100,4.8861521631513,1.04220614169722,1.08009679395976,0.230382410269912,7.95499860948142,1.69678473595617,34.6111082409328,6.98128515969429,31.3148122179868,6.31640085877102,72.5185125048116,14.6274546203118
101,4.87424039705629,1.03974900268803,1.07746366671771,0.229839253225776,7.93560541836532,1.69278434121841,35.4505950473627,6.96482585532653,32.0743478999948,6.3015091072002,74.2774372420933,14.5929684587794
102,4.90194018096244,1.04576632404201,1.08358677684433,0.231169397946128,7.98070261040903,1.70258096265084,36.1197182463968,7.00513327109477,32.6797450800733,6.3379777214667,75.679409659117,14.6774220918176
103,4.98366802110331,1.06333285372173,1.10165293098073,0.235052525559541,8.11376126944538,1.73118050570836,36.3319471757068,7.12280380483456,32.8717617304014,6.44444153770746,76.124079796719,14.9239698767962
104,5.01857125290679,1.07093090753536,1.1093683822215,0.236732095349922,8.17058618017106,1.74355067051371,36.9528102676589,7.17369985908853,33.4334950040724,6.49049034869915,77.4249357989045,15.0306092285665
105,5.0477716634611,1.07733255926704,1.11582320981772,0.238147197311661,8.21812649770509,1.75397300877159,37.5168906507635,7.21658173671699,33.9438534459289,6.52928823798203,78.6068185063616,15.1204569721689
106,4.95422813528506,1.05755303035891,1.09514516674722,0.233774880395128,8.06583106937638,1.72177054767205,38.9031758777538,7.08408728470086,35.1981115084439,6.40941230520553,81.5114161248175,14.842849548897
107,5.07060849232069,1.08260125780352,1.12087135093405,0.239311856988147,8.25530645767298,1.76255081972223,38.978248269434,7.25187445418628,35.2660341485355,6.56121974426377,81.6687106597665,15.1944036182951
108,5.06133530717433,1.08083962810748,1.11882148895433,0.23892244410797,8.24020906150488,1.75968276295394,39.8000362341983,7.24007406387789,36.0095565928461,6.55054320065142,83.3905521097489,15.1696789909822
109,5.02656117768786,1.07364350915148,1.11113457612048,0.237331723075591,8.18359433841112,1.74796697630277,40.887619371487,7.19187039623003,36.9935603837264,6.50693035849384,85.6692977307348,15.0686808301963
110,4.91464649584226,1.04997538848981,1.08639554118618,0.2320998227188,8.00138938270458,1.70943361494481,42.3969511057488,7.03332796117575,38.3591462385346,6.36348720296853,88.8317070787118,14.7364966805587
111,5.13432909086788,1.09716568129143,1.13495695692869,0.242531361127579,8.35904806372876,1.78626272322534,41.6850537038467,7.34943518568421,37.7150485891946,6.64948897752381,87.3401125223454,15.3988165795288
112,5.28445932797602,1.12952140065613,1.16814364092102,0.249683678039775,8.60347062519604,1.83894010492787,41.534032084069,7.56617206181137,37.5784099808243,6.84558424640076,87.0236862713827,15.8529319390333
113,5.22959831976697,1.11807593868019,1.15601647068533,0.247153628550357,8.51415305393639,1.82030608964072,42.6611758160856,7.48950389546536,38.5982066907441,6.77621781018294,89.3853207575127,15.6922938762131
114,5.29637390868378,1.13264555144127,1.17077739034062,0.250374279792281,8.6228683986992,1.84402644164474,43.0685033455626,7.58709938764488,38.9667411221757,6.86451849358347,90.2387689145121,15.8967796693512
115,5.35127712159009,1.14469123082234,1.1829138900357,0.253037008918622,8.71225468216772,1.86363765298795,43.4603774264243,7.66778814904916,39.3212938620029,6.93752261104448,91.05983841727,16.065841836103
116,5.77744784819186,1.23619116681535,1.27712005065294,0.273263310559182,9.40609053179307,2.01260596983271,41.3652887273801,8.28070638058128,37.4257374200106,7.49206767766878,86.6701287621297,17.3500514640751
117,5.9360125674275,1.27047471011948,1.31217119911555,0.280841778026411,9.66424502205741,2.06842198419452,41.1577499247835,8.51035690989124,37.2379642176613,7.69984672799684,86.2352855566893,17.8312240016769
118,6.00200594373158,1.2849673451319,1.32675920861435,0.284045413134421,9.77168686979456,2.09201701102176,41.4753255458416,8.60743676164911,37.5252945414758,7.78768087958729,86.9006820960491,18.03462940536
119,6.13071658081799,1.31290710623375,1.3552110336545,0.29022157085167,9.98123681929665,2.13750490278055,41.4677588952087,8.79459305611121,37.5184485242364,7.957012765053,86.8848281613896,18.4267664032806
120,6.21613740337984,1.3315970027626,1.37409353127344,0.294353021663311,10.120307912871,2.16793336590121,41.6551915867615,8.91978853525184,37.6880304832604,8.07028486522786,87.277544277024,18.6890807405277
121,6.20058911240524,1.32867023078538,1.37065654063695,0.293706051015715,10.0949942040562,2.16316837573479,42.3290164713679,8.90018336411258,38.2976815693329,8.05254685324472,88.6893678447709,18.648003239093
122,6.24581628407272,1.33877589857184,1.38065412595292,0.295939935473776,10.1686272133675,2.17962111206082,42.6907065544831,8.96787683253865,38.6249249778656,8.11379332467782,89.4471946855835,18.7898371729381
123,6.32606365934244,1.35640263947818,1.39839301943359,0.299836372937281,10.2992755717014,2.20831868322061,42.722832734376,9.08595069506912,38.6539915215783,8.22062205744349,89.5145066815497,19.0372300277639
124,6.3203545904663,1.35560975554097,1.39713101473466,0.299661103856425,10.2899808069346,2.20702781252986,43.3307411892434,9.08063951080073,39.204003933125,8.21581670024829,90.7882196346052,19.0261018321539
125,6.35441724167712,1.36335416702773,1.40466065342336,0.301373026395604,10.3454371934673,2.21963625789778,43.7672091391614,9.13251595138192,39.5989035068604,8.26275252744079,91.702723910624,19.134795326705
126,6.22084718209638,1.3351292293076,1.37513464025289,0.295133829636417,10.1279757631323,2.17368407859202,45.231597452662,8.94344938292172,40.9238262666941,8.09169229883393,94.7709660912917,18.7386558499312
127,6.48146795330465,1.39151911757171,1.43274554757261,0.30759896283164,10.5522846678363,2.26549077387113,44.0554705057134,9.32118069186788,39.8597114099312,8.43344919740427,92.3067001072091,19.5300928781994
128,6.65569720153396,1.42939719050258,1.47125938139172,0.31597201053215,10.8359421105676,2.32715893471297,43.5530150571328,9.57490941006512,39.4051088612154,8.66301327577322,91.253936310183,20.0617149544222
129,6.85839822751972,1.47341972904709,1.51606697660962,0.325703308526198,11.1659536055058,2.39883071676438,42.7648620182721,9.8697972280666,38.6920180165319,8.9298165396793,89.6025680382844,20.6795751445205
130,6.95225829249455,1.49408023590094,1.53681499097248,0.330270367935997,11.318764377956,2.43246747178258,42.705784668844,10.0081929677575,38.638567081335,9.05503173273295,89.4787869251969,20.9695471705395
131,7.02309817259464,1.50980619206961,1.55247433288934,0.333746631931177,11.4340966739786,2.45807043200105,42.8958811864725,10.1135343009448,38.8105591687132,9.15034055799763,89.8770843907042,21.1902623448366
132,7.09354547352153,1.52546152069416,1.56804689414686,0.337207283521868,11.5487898235578,2.48355840562137,42.9936305028669,10.2184025309657,38.8989990264034,9.24522133754038,90.0818924821974,21.4099862553567
133,7.16388625722608,1.54110669960428,1.58359590949208,0.340665691491473,11.6633095556242,2.50902985479434,43.0920908134848,10.3232027724689,38.9880821645815,9.3400406036623,90.288190275873,21.6295677137443
134,7.23301325127777,1.55650233842321,1.59887661344035,0.344068937967237,11.7758531529575,2.53409503518727,43.1986792542328,10.4263314535526,39.0845193252582,9.43334750559524,90.5115184374401,21.8456468550627
135,7.29279447555973,1.56990043168945,1.61209141038689,0.347030621741878,11.8731811812622,2.55590807124176,43.4628417696456,10.5160794467236,39.3235235058698,9.51454807084513,91.065001803067,22.0336902693256
136,7.3436286045969,1.58138544786207,1.62332842838458,0.349569414790563,11.955942710642,2.57460648353684,43.6919609018992,10.593012569411,39.530821768385,9.58415422946708,91.5450609373126,22.1948834787659
137,7.2676069158909,1.56555480742363,1.60652363403904,0.346070010062066,11.8321740665733,2.54883308998092,44.7708294051046,10.4869700018808,40.5069408903327,9.4882109540826,93.805547324981,21.9726990515597
138,7.3103602767752,1.57530918276023,1.61597437697136,0.34822624039963,11.9017795383287,2.56471389754648,45.1490457690987,10.5523103151403,40.8491366482321,9.54732838036502,94.5980006590639,22.1096025650558
139,7.41335450651403,1.59805649672704,1.63874152249258,0.353254594013346,12.0694613720088,2.60174812098718,45.0287593330339,10.7046846670711,40.7403060632212,9.68519088925479,94.3459719358806,22.4288631119584
140,7.60325657258594,1.63956014700211,1.68071987394005,0.362429085126783,12.3786352620346,2.66931897617186,44.0413957204426,10.9826995492964,39.8469770804004,9.93672816364916,92.2772100809274,23.0113704842401
141,7.61259922101501,1.64214310294973,1.68278509096121,0.363000054336257,12.3938457493016,2.67352420971466,44.9283244087084,11.0000016465532,40.6494363697838,9.95238244211961,94.1355368563415,23.0476224975401
142,7.64611375401093,1.64994424956664,1.6901935666761,0.364724518325258,12.448409760916,2.68622502385587,45.6533319695588,11.0522581310684,41.3053955915056,9.99966211858571,95.6546003171709,23.1571122746196
143,7.73112665305883,1.66886700983981,1.70898589172879,0.368907444280379,12.5868167263835,2.71703260549358,45.0836534884081,11.1790134630418,40.7899722037978,10.1143455141807,94.4609882614264,23.4226948749447
144,7.71931148382574,1.66689335232086,1.70637411747727,0.368471162091979,12.5675808017373,2.71381935255045,46.1122986919451,11.165792790666,41.7206511974742,10.1023839534597,96.6162448783612,23.3949944185383
145,7.7129657250375,1.66609854022057,1.70497137079776,0.3682954667856,12.5572494611137,2.71252534267489,47.1043024990647,11.1604686904727,42.6181784515347,10.0975669104277,98.6947290456593,23.3838391609905
146,7.64156157960788,1.65124263718624,1.6891872965449,0.365011530325379,12.440998501537,2.68833889001549,47.5823894975298,11.0609554644054,43.050733354908,10.007531134462,99.6964351376816,23.1753352587542
147,7.73352202714344,1.67168760648044,1.70951539547381,0.369530944590413,12.5907165634897,2.72162473476114,47.9158765360379,11.1979074118307,43.3524597230819,10.1314400392754,100.395169885032,23.4622821962167
148,7.5428201832954,1.63102182454317,1.66736025104425,0.360541666477964,12.2802405791195,2.65541798802818,49.1930847753004,10.9255050447868,44.5080290824147,9.88498075480708,103.071225243487,22.8915343795532
149,7.60504927006666,1.64503549128935,1.68111615443579,0.363639424390278,12.3815538993366,2.67823322090617,49.7257229587427,11.0193764966751,44.9899398198148,9.96991206842032,104.187229056413,23.088217421605
150,7.11090578505197,1.5386628766993,1.5718844366957,0.340125478007215,11.5770536289969,2.50505113960869,53.9852545550293,10.3068326668853,48.8438017402646,9.32522955575337,113.111961924823,21.5952684449025
151,7.27957878725097,1.57568088216206,1.60917004770811,0.348308405530562,11.8516651132788,2.56531905025683,52.8551629786163,10.5548001675928,47.8213379330338,9.54958110401251,110.744151002815,22.1148193987658
152,7.19093203479781,1.55700572030166,1.58957444979741,0.344180211856156,11.7073419794603,2.53491457621042,53.4487444003695,10.4297033895805,48.3583877908105,9.43639830485854,111.987845410298,21.8527118638829
153,7.13703015263767,1.5458393323348,1.57765929689885,0.341711852410851,11.6195859327154,2.5167349129942,52.8598893399421,10.3549046185106,47.8256141647096,9.36872322627153,110.754053855117,21.6959906292604
154,6.3502309926226,1.37586116427415,1.40373527205342,0.304137731050076,10.3386216862347,2.23999852709897,57.1803982336322,9.21629488030534,51.7346460209053,8.33855251075244,119.806548679991,19.3103321301636
155,6.21273277741384,1.34648620459327,1.37334092974411,0.297644318910092,10.1147649428773,2.19217403133782,57.1515270061831,9.01952481545732,51.7085244341657,8.16052245208043,119.746056584384,18.8980519942915
156,6.64014827837456,1.43956592766763,1.46782225100911,0.31821983664232,10.8106273725116,2.34371435241327,54.2882383877188,9.64302535279756,49.1179299698408,8.72464198586445,113.746785193316,20.2044340725282
157,6.39041506796058,1.38585361900764,1.41261806765445,0.306346589464848,10.40404418082,2.25626694462999,55.0111868227003,9.28322998378326,49.7720261729193,8.39911284247057,115.261534295182,19.4505771088792
158,6.40529343946345,1.38950567326404,1.41590697082876,0.307153885668893,10.4282672137229,2.26221274524391,53.9616216821766,9.30769350511795,48.8224196172074,8.42124650463053,113.062445429322,19.5018340107233
159,5.95594459483777,1.29241737747756,1.3165772262273,0.285692262389776,9.69669576142008,2.10414618648978,56.0217167329448,8.65734128453867,50.686315139331,7.83283259077308,117.378835059503,18.1391912628429
160,5.97050834627809,1.29596154499073,1.31979658180884,0.28647570994532,9.72040657078257,2.10991633991474,55.9239485244292,8.68108211955515,50.5978581887693,7.85431239388323,117.173987384518,18.1889339647822
161,5.83735315112478,1.26743131218001,1.29036227551179,0.280169026902949,9.50362056884876,2.06346711877728,55.6760705007027,8.48997051221058,50.3735875958738,7.68140189200005,116.654623906234,17.7885096446317
162,6.70900780584691,1.45712366507129,1.48304383076616,0.322101020699969,10.9227355154841,2.37229958102834,49.0772845653464,9.76063699090814,44.4032574638848,8.83105251558355,102.828596232154,20.4508584571408
163,6.29350925741907,1.3672927232724,1.39119678321895,0.302243654618109,10.2462747208507,2.22604850385401,51.1005808612852,9.15889862479117,46.2338588744962,8.28662256528725,107.06788370936,19.1900733090862
