radius,center,image_name
12,"(1034, 910)","image_(18, 36.52456, 22.9953, 38.40812, 21.08812, 38.41684, 21.07632).jpeg"
12,"(1386, 1682)","image_(18, 36.52456, 22.9953, 38.40812, 21.08812, 38.41684, 21.07632).jpeg"
22,"(324, 1170)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(302, 986)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(320, 1112)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
17,"(860, 1240)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(346, 1304)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(1878, 2022)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(870, 1324)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(278, 1246)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(540, 442)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(586, 184)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(268, 806)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(292, 926)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
21,"(534, 314)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(936, 1300)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
21,"(602, 314)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
21,"(1928, 1964)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
18,"(2164, 2024)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
20,"(234, 992)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
19,"(316, 1050)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
19,"(1982, 1910)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
17,"(224, 938)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
15,"(878, 1042)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
17,"(246, 1064)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(540, 382)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
18,"(262, 734)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
17,"(196, 754)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
17,"(284, 864)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
21,"(822, 1048)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
19,"(262, 1188)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
18,"(200, 812)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
21,"(512, 186)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
18,"(570, 120)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
17,"(610, 384)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
15,"(1928, 1876)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(338, 1236)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
23,"(254, 660)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
20,"(254, 1118)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
19,"(1830, 1990)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
21,"(518, 254)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
10,"(854, 918)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
15,"(776, 918)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
15,"(834, 1120)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(212, 876)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
20,"(620, 446)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
14,"(846, 838)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
16,"(846, 886)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
14,"(924, 1214)","image_(18, 36.52456, 22.99679, 38.40478, 21.091, 38.4135, 21.0792).jpeg"
22,"(1466, 1828)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
22,"(1394, 1832)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
22,"(1484, 1960)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
20,"(1490, 2026)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
22,"(1422, 2026)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
22,"(1142, 1318)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
23,"(1412, 1960)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
18,"(1112, 918)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
16,"(1170, 976)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
21,"(1076, 1330)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
17,"(1450, 1766)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
18,"(1400, 1902)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
15,"(1378, 1760)","image_(18, 36.52523, 23.00185, 38.41171, 21.08628, 38.42042, 21.07448).jpeg"
15,"(820, 950)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(836, 1118)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(922, 1082)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(966, 1032)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(940, 1044)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
10,"(1004, 1050)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
17,"(824, 1080)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(1136, 982)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(1072, 982)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(1046, 994)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(948, 1074)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
16,"(1126, 958)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(732, 960)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(1018, 1008)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(790, 956)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(992, 1020)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
19,"(188, 656)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
16,"(842, 916)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(1056, 1022)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
13,"(858, 1070)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
17,"(1110, 994)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(784, 928)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
11,"(1030, 1036)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
15,"(812, 920)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
11,"(742, 988)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
11,"(1098, 968)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(734, 796)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
11,"(758, 946)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
14,"(734, 770)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
11,"(768, 972)","image_(18, 36.54817, 24.14094, 38.51383, 23.35445, 38.52278, 23.34289).jpeg"
23,"(202, 1178)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
25,"(414, 1066)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
16,"(40, 1310)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
19,"(246, 1406)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
18,"(88, 1302)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
14,"(302, 752)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
18,"(226, 1360)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
16,"(212, 1418)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
16,"(120, 1412)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
22,"(136, 1216)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
14,"(168, 1522)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
11,"(70, 1486)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
11,"(104, 1474)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
15,"(154, 1494)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
14,"(154, 1400)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
10,"(162, 1552)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
15,"(286, 1382)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
14,"(176, 1434)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
12,"(140, 1454)","image_(18, 36.55043, 26.13505, 38.89917, 22.97436, 38.90808, 22.9627).jpeg"
22,"(1102, 1130)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
16,"(1286, 1320)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
21,"(1064, 1186)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
17,"(1078, 1014)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
16,"(1244, 1398)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
15,"(1456, 1182)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
10,"(1402, 1178)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
19,"(1130, 1062)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
11,"(1434, 1156)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
16,"(1312, 1298)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
15,"(1370, 1250)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
17,"(1426, 1206)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
15,"(1264, 1292)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
20,"(1286, 1392)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
15,"(1340, 1274)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
14,"(1304, 1474)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
12,"(1344, 1222)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
15,"(1372, 1196)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
11,"(1398, 1224)","image_(18, 36.55182, 26.22404, 38.9064, 23.00432, 38.91531, 22.99267).jpeg"
14,"(1188, 1098)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
14,"(1006, 1208)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
15,"(1110, 1134)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
16,"(908, 890)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
15,"(1306, 1072)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
14,"(1162, 1112)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
14,"(990, 1042)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
18,"(994, 1176)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
15,"(1242, 1072)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
14,"(960, 1046)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
14,"(1216, 1086)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
16,"(1296, 1048)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
10,"(1174, 1140)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
20,"(578, 838)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
11,"(1200, 1126)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
10,"(1118, 1164)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
15,"(1082, 1146)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
13,"(1028, 1160)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
11,"(1136, 1122)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
12,"(1254, 1098)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
11,"(1268, 1058)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
14,"(1278, 1084)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
11,"(912, 1080)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
10,"(1010, 1006)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
16,"(952, 1022)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
11,"(936, 1062)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
11,"(1092, 1174)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
10,"(1226, 1114)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
10,"(928, 1036)","image_(18, 36.55265, 24.14799, 38.51421, 23.35353, 38.52316, 23.34198).jpeg"
17,"(1264, 1416)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
18,"(1426, 1442)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
19,"(1250, 1474)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
19,"(1306, 1494)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
14,"(1418, 1492)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
17,"(1152, 1312)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
16,"(1172, 1356)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
15,"(1274, 1514)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
18,"(1336, 1432)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
19,"(1200, 1398)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
14,"(1468, 1724)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
19,"(1232, 1376)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
18,"(1448, 1474)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
19,"(1192, 1296)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
18,"(1282, 1452)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
16,"(1332, 1536)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
20,"(1298, 1560)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
18,"(1222, 1436)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
22,"(1322, 1602)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
18,"(1396, 1464)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
14,"(1610, 1520)","image_(18, 36.55303, 26.22288, 38.90459, 22.99047, 38.9135, 22.97881).jpeg"
22,"(1710, 1996)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
22,"(1700, 1928)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
22,"(1164, 1128)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
22,"(1630, 1942)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
22,"(1650, 2004)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
22,"(1292, 1116)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
24,"(1102, 1134)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
18,"(1564, 1952)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
21,"(1202, 1050)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
20,"(1136, 1068)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
16,"(1476, 1382)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
17,"(1268, 1044)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
20,"(1224, 1116)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
18,"(1208, 1246)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
20,"(1072, 1072)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
11,"(1340, 1450)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
20,"(1588, 2014)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
16,"(1386, 1432)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
16,"(1448, 1324)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
11,"(1362, 1364)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
15,"(1388, 1348)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
11,"(1346, 1480)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
16,"(1414, 1328)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
11,"(1612, 1712)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
11,"(1022, 1474)","image_(18, 36.55334, 26.19489, 38.91652, 21.03881, 38.92523, 21.02692).jpeg"
24,"(1260, 1362)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
19,"(1094, 1702)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
16,"(968, 1710)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
14,"(1150, 1048)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
19,"(1052, 1476)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
29,"(1138, 1680)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
19,"(1076, 1658)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
18,"(934, 1598)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
16,"(888, 1608)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
16,"(1058, 1714)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
21,"(984, 1512)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
14,"(952, 1772)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
17,"(1002, 1694)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
15,"(108, 1944)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
17,"(72, 1938)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
10,"(1008, 1850)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
14,"(1000, 1792)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
11,"(114, 2116)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
10,"(96, 2094)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
16,"(58, 1980)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
15,"(42, 1958)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
12,"(918, 1784)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
11,"(1082, 1736)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
15,"(1020, 1732)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
10,"(984, 1750)","image_(18, 36.55387, 26.2218, 38.90041, 22.96982, 38.90932, 22.95816).jpeg"
22,"(1070, 1030)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
22,"(1156, 1052)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
22,"(1174, 962)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
22,"(1026, 1066)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
21,"(1106, 1084)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
22,"(1112, 998)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
22,"(1006, 1254)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
22,"(1012, 1164)","image_(18, 36.55402, 24.1467, 38.49805, 26.27017, 38.50728, 26.25899).jpeg"
