radius,center,image_name
22,"(1062, 1024)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1150, 1114)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1460, 1184)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
15,"(1138, 810)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1160, 832)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1096, 740)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
14,"(1234, 892)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
14,"(1292, 1264)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
22,"(1040, 994)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
19,"(516, 470)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
15,"(1344, 1066)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
11,"(1276, 996)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
24,"(900, 910)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
20,"(1180, 1146)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1304, 956)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
15,"(1212, 1172)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
14,"(1162, 890)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
22,"(1088, 1110)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
17,"(1472, 1124)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
17,"(1266, 1230)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
15,"(1144, 1172)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
11,"(1488, 1202)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1138, 866)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1188, 854)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
14,"(1390, 1114)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
11,"(1280, 938)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
10,"(1072, 802)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
10,"(1296, 1020)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
15,"(1168, 802)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
10,"(1210, 872)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
15,"(1092, 766)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
10,"(1116, 844)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(1366, 1090)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
15,"(924, 934)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
14,"(1350, 1002)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
11,"(1044, 792)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
17,"(1414, 810)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
11,"(1396, 1052)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
14,"(1068, 728)","image_(18, 36.73608, 24.39201, 38.57764, 23.31338, 38.58659, 23.30181).jpeg"
16,"(930, 1152)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(2018, 1820)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(1970, 1938)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(1888, 2038)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(1098, 918)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(964, 1098)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
15,"(1908, 1976)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
11,"(1012, 1014)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(1008, 1088)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(948, 1124)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
15,"(1068, 974)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(2004, 1848)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(1938, 1994)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
13,"(1898, 2008)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(1026, 984)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(1036, 1032)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(2034, 1792)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(974, 1142)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
15,"(1024, 1062)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(2006, 1774)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(958, 1168)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
11,"(998, 1042)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
13,"(1054, 924)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
10,"(980, 1068)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
11,"(1074, 896)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(1914, 2052)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
15,"(1052, 1004)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(1242, 938)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
14,"(1948, 1892)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
16,"(2020, 1746)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
11,"(1042, 954)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
15,"(2048, 1758)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
11,"(992, 1114)","image_(18, 36.73764, 24.34049, 38.5642, 23.3186, 38.57314, 23.30703).jpeg"
18,"(1054, 1310)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1258, 1396)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1120, 1310)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1114, 990)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1322, 1390)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1444, 1526)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1060, 1166)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
22,"(1116, 1050)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1358, 1638)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
14,"(1156, 1282)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1030, 1344)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1192, 1250)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1050, 1052)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
14,"(1126, 1500)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1082, 1084)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(992, 1114)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1160, 1226)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1224, 1216)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1022, 1086)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
13,"(1086, 1284)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1050, 1120)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
14,"(1146, 1024)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
20,"(1218, 1472)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1020, 1152)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1002, 1372)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1154, 1534)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1144, 952)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1066, 1374)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1460, 1418)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
14,"(886, 178)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1100, 948)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1388, 1604)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1154, 1066)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1220, 1414)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1290, 1360)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1126, 1262)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
13,"(1416, 1566)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1222, 1150)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1318, 1610)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1188, 1438)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
13,"(998, 1410)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1288, 1418)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1038, 1012)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1082, 1024)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1252, 1178)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1092, 1342)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1378, 1542)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
15,"(968, 78)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
14,"(1034, 1406)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
13,"(1476, 1490)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1494, 1380)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1348, 1574)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
15,"(936, 134)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
19,"(1408, 1500)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(1180, 982)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
16,"(908, 116)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1156, 1470)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
17,"(1366, 1250)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1186, 1504)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
15,"(898, 150)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(982, 1076)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
15,"(948, 34)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
18,"(1434, 1458)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
14,"(1506, 1452)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
14,"(916, 192)","image_(18, 36.73975, 24.33716, 38.5564, 23.32396, 38.56534, 23.3124).jpeg"
20,"(590, 1496)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(990, 1210)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(1008, 1164)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(1112, 1258)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(728, 1500)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(714, 1544)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
21,"(922, 1392)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(832, 1596)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(686, 1486)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(968, 1148)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(552, 1478)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(964, 1408)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(848, 1552)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(1048, 1178)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(842, 1632)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(910, 1176)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(1130, 1212)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
21,"(1174, 1038)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(912, 1632)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(530, 1078)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(764, 1254)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(670, 1528)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(1096, 1006)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(928, 1134)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(646, 1472)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
14,"(958, 1230)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(980, 1366)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(1114, 958)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
17,"(628, 1514)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
22,"(1074, 948)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(1136, 1018)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
21,"(806, 1534)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(840, 1360)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(694, 1252)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(512, 1462)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(1018, 978)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(1056, 992)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
24,"(1150, 980)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
23,"(750, 1114)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(970, 1602)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(1040, 1440)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
17,"(1194, 990)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(818, 1302)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(768, 1068)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(1030, 1224)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
24,"(766, 1520)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(848, 1096)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
17,"(954, 1648)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
17,"(832, 1142)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
22,"(872, 1618)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(792, 1578)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(794, 1128)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(530, 1418)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(888, 1116)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(1022, 1384)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(734, 1266)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(1088, 1194)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(1232, 1008)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(872, 1160)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(1070, 1240)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(1214, 1056)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
15,"(674, 1452)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
15,"(1038, 938)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(610, 1454)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(948, 1194)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
20,"(1060, 1396)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(814, 1084)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(732, 1346)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
12,"(814, 1378)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(800, 1160)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
16,"(900, 1334)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
18,"(756, 1554)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
14,"(952, 950)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
19,"(570, 1438)","image_(18, 36.74087, 24.41419, 38.5988, 23.34632, 38.60774, 23.33475).jpeg"
22,"(920, 2088)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
20,"(996, 2092)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
16,"(976, 1468)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
22,"(924, 2016)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
18,"(902, 1584)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
18,"(848, 1570)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
19,"(848, 1512)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
14,"(790, 1498)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
11,"(1054, 1244)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
15,"(954, 1712)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
16,"(1104, 1294)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
16,"(1014, 1264)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
11,"(1084, 1254)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
11,"(1076, 1284)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
14,"(1024, 1234)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
12,"(1046, 1276)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
11,"(1112, 1262)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
17,"(784, 1560)","image_(18, 36.74107, 22.32609, 38.07179, 24.29071, 38.08083, 24.27934).jpeg"
18,"(1120, 1594)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
22,"(1126, 1520)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
15,"(1114, 966)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
16,"(1254, 750)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
18,"(1050, 1076)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
15,"(1224, 740)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
16,"(1102, 1818)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
16,"(1284, 758)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
19,"(1050, 1016)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
11,"(1176, 974)","image_(18, 36.74352, 22.3233, 38.0697, 24.28962, 38.07874, 24.27826).jpeg"
